Name,Exp_a,Exp_b,Exp_c,Exp_alpha,Exp_beta,Exp_gamma,Exp_Vol,Exp_Density,DFT_a,DFT_b,DFT_c,DFT_alpha,DFT_beta,DFT_gamma,DFT_Vol,DFT_Density,128_2_6_a,128_2_6_b,128_2_6_c,128_2_6_alpha,128_2_6_beta,128_2_6_gamma,128_2_6_Vol,128_2_6_Density,64_3_6_a,64_3_6_b,64_3_6_c,64_3_6_alpha,64_3_6_beta,64_3_6_gamma,64_3_6_Vol,64_3_6_Density,AtomBit_a,AtomBit_b,AtomBit_c,AtomBit_alpha,AtomBit_beta,AtomBit_gamma,AtomBit_Vol,AtomBit_Density,MACE-OMC_a,MACE-OMC_b,MACE-OMC_c,MACE-OMC_alpha,MACE-OMC_beta,MACE-OMC_gamma,MACE-OMC_Vol,MACE-OMC_Density,Err_DFT_vs_Exp_a,Err_DFT_vs_Exp_b,Err_DFT_vs_Exp_c,Err_DFT_vs_Exp_alpha,Err_DFT_vs_Exp_beta,Err_DFT_vs_Exp_gamma,Err_DFT_vs_Exp_Vol,Err_DFT_vs_Exp_Density,Err_128_2_6_vs_DFT_a,Err_128_2_6_vs_DFT_b,Err_128_2_6_vs_DFT_c,Err_128_2_6_vs_DFT_alpha,Err_128_2_6_vs_DFT_beta,Err_128_2_6_vs_DFT_gamma,Err_128_2_6_vs_DFT_Vol,Err_128_2_6_vs_DFT_Density,Err_64_3_6_vs_DFT_a,Err_64_3_6_vs_DFT_b,Err_64_3_6_vs_DFT_c,Err_64_3_6_vs_DFT_alpha,Err_64_3_6_vs_DFT_beta,Err_64_3_6_vs_DFT_gamma,Err_64_3_6_vs_DFT_Vol,Err_64_3_6_vs_DFT_Density,Err_AtomBit_vs_DFT_a,Err_AtomBit_vs_DFT_b,Err_AtomBit_vs_DFT_c,Err_AtomBit_vs_DFT_alpha,Err_AtomBit_vs_DFT_beta,Err_AtomBit_vs_DFT_gamma,Err_AtomBit_vs_DFT_Vol,Err_AtomBit_vs_DFT_Density,Err_MACE-OMC_vs_DFT_a,Err_MACE-OMC_vs_DFT_b,Err_MACE-OMC_vs_DFT_c,Err_MACE-OMC_vs_DFT_alpha,Err_MACE-OMC_vs_DFT_beta,Err_MACE-OMC_vs_DFT_gamma,Err_MACE-OMC_vs_DFT_Vol,Err_MACE-OMC_vs_DFT_Density
EJUTIP,12.30394,6.44312,25.95477,90.0,94.1453,90.0,2052.2014087614016,1.6529448651282501,12.371920488080406,6.34734185757133,25.85538386876772,90.0,94.46911033837347,90.0,2024.2190632549562,1.675794800275461,12.441292954301478,6.358617399410026,25.49839197481995,90.00000025531742,94.81839275567647,89.99999995443629,2010.0342843774724,1.6876208566122597,12.449636635257436,6.317061580279301,25.44755648962282,89.9999985779792,94.12808198527217,89.99999935564361,1996.1339669118329,1.699372806159432,12.295712058545826,6.411588172768056,25.80689586911946,90.0000329305932,94.22026048061949,89.99996958827667,2028.9712410495658,1.6718698186507477,12.5042617265793,6.355277411582427,25.546616348446552,90.00000042777441,94.91389177341394,89.99999901380063,2022.6781755996642,1.6770714302167424,0.5525099121127452,-1.4865180600186054,-0.3829204852606255,0.0,0.34394742846797716,0.0,-1.3635282281252337,1.382377333283769,0.5607251217618809,0.17764194983835951,-1.3807255609111404,2.836860188734944e-07,0.3697318796079766,-5.062634361113143e-08,-0.7007531514239628,0.7056983548853804,0.6281655887774661,-0.47705445793674073,-1.5773402600204312,-1.5800231128398284e-06,-0.3609945641276644,-7.159515449630918e-07,-1.3874534062515087,1.4069745221846552,-0.6159789792377177,1.0121766975586965,-0.18753540807735053,3.6589548007744575e-05,-0.2634192879160612,-3.379080369983159e-05,0.23476598362670043,-0.23421612383975393,1.0696903413370344,0.1250216892230476,-1.19420977034554,4.753048996361839e-07,0.47082208506815765,-1.0957770750034494e-06,-0.07612257404661515,0.07618056465335539
EJUTOV,24.57774,8.940601,13.37722,90.0,93.31320000000001,90.0,2934.593900479583,1.4822500720194973,24.475602948578977,8.893760053991263,13.20998582452226,90.0,93.4069471815262,90.0,2870.469396394004,1.515362618322366,24.252804392251996,8.839020454486286,13.359046427587398,90.00000022150196,93.46780921368956,90.00000015254895,2858.548821520313,1.5216819064228564,24.234338995263982,8.826359418064962,13.306791003007037,89.99999975346907,93.36760283686719,90.00000004451391,2841.420673349022,1.5308546394177436,24.307747212339912,8.841540100029416,13.320544300917431,89.99585751316923,93.51707133329646,89.99971073719072,2857.431746360925,1.5222767878440209,24.38276903002078,8.894709496689833,13.351758694493826,90.0000001555739,93.46922692571842,89.99999966254259,2890.391480913268,1.504917949370459,-0.4155673036699922,-0.5239127214013442,-1.2501414754167126,0.0,0.10046508053115444,0.0,-2.185123606884747,2.23393791155324,-0.9102883258690764,-0.6154832058957034,1.1283933612436605,2.461132927085904e-07,0.065157928826298,1.6949883274719468e-07,-0.41528312019859653,0.4170149127399157,-0.9857324202466785,-0.7578418522327192,0.7328181859595444,-2.7392325642318207e-07,-0.04212143298351524,4.945990086626909e-08,-1.0119851157958442,1.0223309528730804,-0.6858083806626348,-0.5871527188144962,0.836931075201739,-0.0046027631453032175,0.11789717477463021,-0.0003214031214169053,-0.45419923478220653,0.4562716169750424,-0.3792916511729441,0.010675380185724559,1.0732249970199614,1.728598893654028e-07,0.06667570889687294,-3.749526753280306e-07,0.6940357749255537,-0.6892521186427462
EKAZEY,11.109616,4.80137,12.601616999999997,90.0,108.5092,90.0,637.4171485705876,1.6476876963619587,11.055283998937757,4.738092813346549,12.492879850240902,90.0,109.18354749392883,90.0,618.0513369178,1.6993157856231025,10.654665127505188,4.73234514840801,12.74838260160565,89.99999778625269,108.00523803875225,89.99999822962214,611.3145440879506,1.7180425417766227,10.898728679539207,4.79672804290585,12.526667102522119,89.99999840757349,108.24231318147099,90.00000064610298,621.958948292548,1.6886394126704836,10.972828263886312,4.769102870132283,12.5378981720841,89.99999551079681,108.7381085121956,90.00001307420004,621.3388832813157,1.690324590026285,10.997263996308435,4.755393284726829,12.516867821366064,89.99999992559519,108.6672224525829,89.99999902254302,620.1506096853915,1.6935634291848707,-0.48905381664176434,-1.3178985717295513,-0.8628825154668281,0.0,0.6214657318723394,0.0,-3.0381692265756635,3.133366194038893,-3.6237772948307962,-0.12130756329527598,2.045186973921159,-2.4597192312588354e-06,-1.0792005592620029,-1.967086515403733e-06,-1.0900053810166521,1.1020174303067258,-1.4161130497741348,1.2375280913479327,0.2704520709895811,-1.7693627935639397e-06,-0.8620660658696537,7.178921950728384e-07,0.6322470547891986,-0.6282748058333444,-0.7458490895337263,0.6544839454892617,0.3603518354683448,-4.988003546991927e-06,-0.40797262221032105,1.452688893424339e-05,0.5319212445863489,-0.5291068130412561,-0.5248169349145299,0.36513576373065576,0.19201314198743316,-8.267201047197483e-08,-0.47289637788571826,-1.0860633084222275e-06,0.3396599347330132,-0.33851015137380913
EMACOM,8.8963,9.0893,10.7314,88.82139999999998,89.68249999999999,85.64940000000001,865.0628726264055,1.318207113483594,8.792285141185294,8.986986455164118,10.74205239075554,89.05998266229341,89.31922382881754,86.381367998098,846.9392778051149,1.346415336010755,8.826372780047528,9.046747506937466,10.897073138508532,89.00046684370004,87.74917329396372,85.4007991911046,866.5706584545447,1.3159135047802857,8.6824310537168,9.004133392464256,10.678437252400432,89.68466541190568,88.5323540644462,86.14760408024796,832.6508364558654,1.369520070574172,8.746417507951348,8.986827268417356,10.680362514566987,89.11328561236193,88.66077098927589,85.85649556914866,837.0006325639231,1.3624028321383508,8.72095256822908,9.023122515517695,10.752629956596856,89.35503913434096,88.56310898203218,85.91005589426403,843.6686164814698,1.3516350022150265,-1.1691923475456745,-1.1256482329319293,0.09926375641145123,0.2686094367949894,-0.405069184269449,0.8546096039178155,-2.0950609943836533,2.1398930591882293,0.38769942415264275,0.6649732039932944,1.4431203843913574,-0.066826667616865,-1.7577968857665625,-1.1351623963804258,2.3179206778915176,-2.2654102649218184,-1.2494372703395458,0.19079740896110145,-0.5922065545859155,0.7014180004739177,-0.880963504429238,-0.27061844847744043,-1.6870679780348279,1.7160183745287076,-0.5216804561886973,-0.0017713028450221185,-0.5742838886323223,0.05985061806114072,-0.7371905076152403,-0.6076222698405213,-1.1734778987873014,1.1874119151795048,-0.8113086849523807,0.4020931881210595,0.09846876049887295,0.33130084155346534,-0.8465309195190477,-0.5456177816544237,-0.3861742405100343,0.38767132731396026
EMADON,10.21118,10.41838,16.010012,78.91201,83.71200999999999,72.75101,1593.7365566133738,1.2975475784659596,10.24721192637844,10.298558117551016,15.799626446796593,79.38386762827488,84.10467072490776,72.35918972179877,1559.7962716521238,1.3257814801390728,10.175867083838273,10.334012536938314,15.936774237030992,79.00621051730819,83.54911493674275,72.6207169455583,1567.2673991279937,1.3194615104588654,10.156277561385258,10.289505561293964,15.860342147086909,79.06017448584737,83.43502498131834,72.4306109750887,1548.5383031928666,1.335419992829717,10.153156540340369,10.296761057436276,15.815612801751872,79.02509008740863,83.6212247266609,72.47785998820639,1545.3252833617505,1.3381965803650586,10.168834247809,10.32609204434747,15.861246648274237,78.94803759046324,83.5950458976238,72.522213470117,1556.552042195791,1.3285447281474465,0.3528674098237432,-1.1501009029137441,-1.3140874173199066,0.5979541368606501,0.469061398606688,-0.538577097694208,-2.1296044707270636,2.1759434599302394,-0.6962366256572766,0.3442658572453528,0.8680445116612638,-0.4757353379846928,-0.6605528365744852,0.3614291768122745,0.4789809805069335,-0.47669768924095013,-0.8874059173022394,-0.08790120086445925,0.3842856696313014,-0.4077568303213068,-0.7962051784017157,0.09870377703857919,-0.7217589029965336,0.7270061344976043,-0.9178631877023421,-0.0174496283288152,0.10118185394516395,-0.45195270977004837,-0.5748146851773964,0.16400165184805685,-0.9277486139292866,0.9364363895536896,-0.7648683284053098,0.26735710457885203,0.39001049604016697,-0.5490158779520179,-0.6059411717463998,0.22529791854359588,-0.20799058923871325,0.20842409173522514
EMONAW,5.609212,25.0185,9.789719,90.0,103.94299999999998,90.0,1333.352444426344,1.6695850037046185,5.542354918716661,24.593845770431027,9.742481787112771,90.0,104.01313531987442,90.0,1288.4562116356713,1.727761662184134,5.528596271247616,24.635916761678324,9.65499320720731,90.00000097216633,103.56451057933151,89.99999959647755,1278.348916207751,1.7414222499370724,5.5356595399063355,24.619708486255245,9.672815347629605,90.00000005928942,103.44834073928958,90.00000080337476,1282.1254241581032,1.7362928804948228,5.509198652197047,24.440866926272175,9.706110108660742,90.00001682647513,103.78291589449509,90.00001660898216,1269.2913600260201,1.753848892362652,5.514022992247156,24.616273876632018,9.684600701867799,89.99999970398774,103.9229863635503,89.99999929407132,1275.9153290059971,1.7447437108553276,-1.1919157500793138,-1.6973608712311776,-0.48251857777765333,0.0,0.06747478894628649,0.0,-3.3671691965876778,3.484498144774194,-0.24824551424129077,0.17106308480586682,-0.8980112236000253,1.0801848146810596e-06,-0.4313154671890654,-4.4835827692521787e-07,-0.7844500524460363,0.7906523250243566,-0.12080386241082183,0.10515929906054894,-0.7150789809565767,6.587713288455335e-08,-0.5430031301795846,8.926386227712001e-07,-0.4913467311032029,0.49377286794893016,-0.5982342705560927,-0.6220208323123558,-0.37333073078095547,1.869608348038633e-05,-0.22133687699282564,1.8454424627457734e-05,-1.4874274683593398,1.5098859263690376,-0.511189320875638,0.09119397759237763,-0.5941102740529255,-3.2890251115228847e-07,-0.08667074215856575,-7.843652048854387e-07,-0.9733262579217727,0.9828930137115018
EMUFEZ,10.76583,5.0974711,11.70853,90.0,110.5473,90.0,601.6696043800331,1.538724346444588,10.55287255196372,5.080239327086183,11.367250717632631,90.0,109.30209986056293,90.0,575.1553195055403,1.6096585346218328,10.622066311031684,5.047393974115025,11.502154874556496,90.00000014325387,111.32106821553322,89.99999927872132,574.4670643311802,1.611587027801327,10.58536708327709,5.027673254146892,11.440298681394887,90.00000220435315,110.35463254028454,89.99999607552954,570.8320330676179,1.6218495374200106,10.600751062364465,5.017207348576487,11.437854840227,90.00001696843508,109.64203235807004,90.00003923169095,572.9372722434157,1.6158901046010272,10.605046594116933,5.028189139573654,11.381172347345029,90.00000165641612,110.3513013523885,89.99999863351661,569.0082430418067,1.6270479032536944,-1.9780866689914245,-0.338045524452648,-2.9147918856369563,0.0,-1.1263957956793824,0.0,-4.40678483364859,4.609934738547999,0.6556864846727299,-0.646531607202782,1.186779110225873,1.5917096776421303e-07,1.847145075479692,-8.014207569178527e-07,-0.11966422825609203,0.11980759509016829,0.30792119542203017,-1.0347164681597878,0.6426176881006603,2.4492812795213263e-06,0.9629574189922496,-4.36052273597751e-06,-0.7516728597136427,0.7573657726756228,0.4537012094572792,-1.2407285257926728,0.6211187238515825,1.8853816751768842e-05,0.3110027144407654,4.359076772036335e-05,-0.38564317965997047,0.38713614379452266,0.49440606712818264,-1.0245617216301972,0.12247138783349526,1.8404623523969753e-06,0.9599097301552675,-1.5183148762945266e-06,-1.0687680797281351,1.0803141323353387
ENADAZ,9.0431,34.315,9.5242,90.0,105.403,90.0,2849.3355174608287,1.8559552000623034,9.000401071428147,33.89850918019404,9.43942887812256,90.0,104.10282798035016,90.0,2793.1690659593887,1.893275682736824,9.025655499043467,34.03431621794493,9.45701057704573,89.99999990118883,104.94894857542182,89.99999984520637,2806.7060907372825,1.884144224365328,9.072804482003631,34.06810385605091,9.477834627212555,90.00000103797186,105.08697407470028,89.99999995354867,2828.558966251624,1.8695877064785242,9.020563290477423,34.03783211399532,9.446442364966263,90.00003982098471,105.16428447029908,89.99999380031407,2799.4455689938545,1.889030859869256,9.034986154105827,34.10490347037626,9.465691106668354,90.00000098663457,105.12085881545278,90.00000053353001,2815.7488769873144,1.8780932893460813,-0.47217136349099037,-1.213728164959807,-0.8900602872413392,0.0,-1.233524681128478,0.0,-1.9712122758885346,2.010850405940174,0.28059224711096364,0.4006283492556509,0.18625807927763882,-1.097901897790305e-07,0.8127738808703412,-1.719929166989055e-07,0.48464752609753303,-0.4823100225053394,0.8044464907828335,0.5003012815559464,0.40686517781818543,1.153302062246237e-06,0.9453596155292583,-5.161259271820502e-08,1.2670160472395078,-1.2511636036046068,0.22401467322696053,0.41100018015743334,0.07429990663902211,4.424553856728785e-05,1.019623107788463,-6.888539919221633e-06,0.2247090271390347,-0.22420521777535835,0.3842615723811501,0.6088594902067487,0.2782184058472015,1.0962606388097306e-06,0.9779089145347509,5.928111256202504e-07,0.8083939960207888,-0.8019113924706291
ENEPEU,4.1833,8.7697,15.366119999999999,94.10300000000001,95.78299999999999,99.683,550.6111308541981,1.9904291862419106,4.0531141273058875,8.679391852913401,15.205143742419123,93.45175771896021,94.62627107930044,100.17226257031557,523.2586615601367,2.094475535013968,4.100646609249411,8.662011204035702,15.129261528784628,94.07097290017309,95.65972933516318,100.01866419776412,524.4798604043427,2.0895987584288664,4.114045570682056,8.729070605009383,15.117374605260576,93.80790356356458,95.71978003693737,100.24760018336137,529.6057321501934,2.0693742506756956,4.095648771810936,8.62020398680936,15.06887482088901,94.23860501341565,95.26628225766807,100.52511077308655,518.6137321616911,2.1132345658370815,4.113152142213378,8.665554136040317,15.166943500374652,94.14216780738681,95.63817873226961,100.10149394864551,527.4240652187317,2.0779341281428816,-3.1120376901994247,-1.0297746455021173,-1.047605105133082,-0.6920526242944426,-1.2076557642792038,0.49081846484913194,-4.967656438697083,5.2273323507934055,1.1727397860153173,-0.2002519205520737,-0.4990562070307808,0.6626041032583476,1.0921472906785714,-0.15333423505695987,0.23338339790972873,-0.23283998803399325,1.5033241468744425,0.572375956033215,-0.5772331958539144,0.3811012797377406,1.155608210240606,0.07520805771250369,1.2129891115671876,-1.198452019068578,1.049431206945094,-0.6819356368173878,-0.8962027839957374,0.8419823379050254,0.6763567570271004,0.3522414226426253,-0.8876927874631568,0.8956433488724652,1.4812811340054273,-0.15943187158256042,-0.25123236380791847,0.7387876967524681,1.069372851141047,-0.07064692346384746,0.7960505892392694,-0.7897636708836506
ENEPIY,3.7777,10.382169999999999,13.452,68.434,85.156,80.266,483.45560754616116,1.6971065445482492,3.71918831322514,10.252052802788288,13.373747272078614,68.86379051845348,85.26332383284937,80.58396876892782,469.064055080654,1.7491761875125178,3.7285772928304852,10.251225167008782,13.302953939191822,69.47708534226861,86.0924773769668,80.96284276988584,470.24204562850264,1.7447943738602365,3.7418984730738076,10.18404925795685,13.413339219269167,69.40922393216627,87.15269546746592,81.39952589113493,473.11393590320375,1.7342031449545048,3.70755632114412,10.179220528297169,13.456728683472171,68.82665816476123,85.67880974130475,80.5075165323106,467.01965283321573,1.7568332951036476,3.735933142819354,10.243558451152056,13.40068225586519,69.05506149432085,85.76074560149944,80.76319343536787,472.6617550086578,1.7358622035119198,-1.5488706560833272,-1.253275540775294,-0.5817181677177095,0.6280365292887847,0.1260320269263002,0.39614378308102133,-2.976809502438762,3.0681422525613438,0.25244700764300554,-0.008072878626624055,-0.5293455263252405,0.8905911498594885,0.9724621406302533,0.47016051299785333,0.2511363927995079,-0.2505072778581911,0.6106214027375841,-0.6633163732139832,0.29604228631725654,0.7920467485254469,2.2159253823138365,1.0120587688423446,0.8633961137468535,-0.8560053964207001,-0.31275620112209707,-0.7104164979652774,0.620479882753611,-0.053921449012172856,0.4872973393224749,-0.09487276164870834,-0.4358471354379795,0.4377550784074466,0.4502280654805934,-0.08285512959825639,0.20140192003486299,0.27775261051904115,0.5833947661074284,0.22240734624770211,0.7669954431671797,-0.7611574005893412
ENEPOE,27.783,4.7064,17.56616,90.0,96.0518,90.0,2284.113655166747,2.500629606726761,27.657479009713033,4.65324258758507,17.47794978987406,90.0,95.883251998504,90.0,2237.5112159742403,2.552712223501365,27.831144076122072,4.6829447786747425,17.424301716862825,90.00000001903989,96.4332779730816,90.00000000707062,2256.6389706741516,2.5310748885686922,28.061047044843512,4.72020875125363,17.186533401717345,89.99999979176948,95.67056566676106,89.99999924760269,2265.2853191160184,2.521414050159355,27.43845366341281,4.666199746883209,17.43774953277657,89.99995691977911,95.88076075448666,89.99999657443965,2220.8630928079824,2.571847967457167,27.671395817211824,4.684631419298801,17.416227505165352,90.00000026289081,95.75548044521415,89.99999971826239,2246.289552278167,2.542736409669924,-0.4517906283949491,-1.1294707720323458,-0.5021598922356387,0.0,-0.17547615088525811,0.0,-2.0402854773487396,2.0827801380300626,0.6279135793542511,0.6383116833177443,-0.306947174332292,2.115543098726549e-08,0.5736413431056651,7.856249971559414e-09,0.8548674332156512,-0.8476213939616944,1.459164210117454,1.4391290032294297,-1.6673373688574682,-2.3136724141497527e-07,-0.22181802067606982,-8.359970138371864e-07,1.2412944768048884,-1.226075272169957,-0.7919208624303928,0.27845441225671647,-0.23000556461593036,-4.786691210117371e-05,-0.0025982055942096304,-3.8061781677040726e-06,-0.7440464676736401,0.7496240187056683,0.05031842379380993,0.6745582488537447,-0.35314373511054997,2.921008975439084e-07,-0.1332574256991622,-3.1304179199449004e-07,0.39232591288282825,-0.3907927317305714
ENICOU,7.23154,8.499449999999998,14.93838,82.74140000000001,80.0613,70.31339999999999,849.2268209626498,1.6051070892441952,7.185772502751411,8.473565796005275,14.86173062159684,83.16429893157468,79.78346658996678,70.69886373936778,838.7358915689173,1.6251838086405013,7.215040604232336,8.469740801084301,14.919646639169226,82.75883266162406,80.06268196144887,70.3442318476577,843.4493273314747,1.616101817303084,7.214326039002785,8.474176164621214,14.904497322239358,82.82366280053758,80.13869520586219,70.41121323339476,843.533240479082,1.615941050443124,7.16852046559239,8.424131902422719,14.8631929807737,82.61959481852426,80.27322350654391,70.46437406822723,831.2315569058462,1.639855921468413,7.187700500401267,8.44008698232104,14.859172418055044,82.55689435577294,80.06760702177476,70.27963826738102,833.3650256890509,1.6356577834261867,-0.6328872860910489,-0.30453975251013793,-0.5131036859630093,0.51110922896478,-0.34702585398091773,0.5482080789263403,-1.2353506901537061,1.250802487313148,0.4073062634493146,-0.04514032242219811,0.3896990131702701,-0.487548473515335,0.3499664572323916,-0.5016090400228207,0.5619690071615506,-0.5588285638296155,0.39736209628735825,0.007203208550375544,0.2877639336321344,-0.4095941833374526,0.44524088896894987,-0.4068672263721894,0.5719737235986074,-0.5687207901184451,-0.2400860471496285,-0.5833895053468614,0.009839763713222567,-0.6549734922897412,0.6138576543610923,-0.3316738894206279,-0.894719629683863,0.9027971328477125,0.02683076383391183,-0.39509711130133984,-0.017213362339362662,-0.7303669767017379,0.3561394909903754,-0.5929734225039928,-0.6403524558630506,0.6444793954997096
ENIKOE,4.99862,8.68808,12.230150000000002,83.92970000000001,76.9153,81.4237,510.130020451429,1.2318319918241143,4.842827516665881,8.48386098986048,11.765520815518887,85.60955571198073,78.73247612399544,83.94442217175897,470.65799162955153,1.3351403574520855,4.867408346495657,8.402323717578597,11.831991899331374,83.98701726276971,78.23099530777543,82.68134610908092,468.3186794618859,1.341809555629954,4.884585094999953,8.438493498949313,11.807302349648634,83.88929504250581,78.0226735487853,82.91610812867609,470.8088175365496,1.334712638709611,4.885337013637768,8.404533169042375,11.835480164081808,83.90150950591179,77.90566976079268,83.16095755416667,470.1288459670254,1.336643102359295,4.8906938891127165,8.43070392661609,11.85939958175427,83.8770462767049,78.0723396783602,82.70115500696306,472.9208743836782,1.328751834016417,-3.116709878608865,-2.350565489032325,-3.7990473091590466,2.0015032961880252,2.3625678168003477,3.09580892511514,-7.737640844376796,8.386562965862796,0.5075718626191932,-0.961086849246267,0.5649650776598965,-1.8952772686612047,-0.6369427724211668,-1.5046575222039988,-0.497030159748542,0.499512889460982,0.8622561549088668,-0.5347505217894032,0.3551184412902191,-2.0094259982640943,-0.9015372183802127,-1.224993890575421,0.03204575502391395,-0.0320354890096063,0.8777825934455946,-0.9350438545953694,0.5946132743281891,-1.9951583580405243,-1.050146526448158,-0.9333134916209818,-0.11242678801523212,0.11255332810681778,0.9883972179911428,-0.6265668816111052,0.7979142420245046,-2.0237337069060057,-0.8384550799540454,-1.4810598877577077,0.4807913164911822,-0.4784907743976791
ENUDEY,9.536519,10.443512999999998,13.176816,85.34789999999998,84.6221,68.22616999999998,1211.8238195833494,1.2634565688825623,9.4750774379227,10.329607605412388,12.95679053189805,84.24077875833862,85.39809909973188,67.52254132614596,1164.666596437107,1.314613787211523,9.390857627624825,10.280962162979504,13.000458688741256,85.01712535171588,84.69281571507614,68.24349966798572,1158.8734407921183,1.3211854817678836,9.390960038401786,10.275020532014796,13.016822196427965,85.01225691337115,84.6702892691109,68.3092444985969,1160.1608220232577,1.3197194183051342,9.364948677837207,10.260733770584308,12.983216049740145,84.96376129065274,84.68721392582209,68.3051174339484,1152.2867938730265,1.3287375793266745,9.378352664192237,10.289468244889134,12.995108550726815,85.10540603671097,84.97088746948936,68.27152551980365,1158.526628047544,1.3215809875352358,-0.6442766178864695,-1.0906808330454478,-1.669792369430899,-1.2971862713216855,0.9170170673286018,-1.0313178562625267,-3.8914256663527222,4.048989066098706,-0.8888561687189587,-0.47093214274078565,0.33702911794166646,0.9215805039081598,-0.8258771472560303,1.067729868692891,-0.49740892910562123,0.49989545372865735,-0.8877753250252591,-0.5284525364641133,0.4633220270260869,0.9158013095363989,-0.8522553057896686,1.1650971023898888,-0.3868724687076324,0.38837498459838987,-1.1622993142485305,-0.6667613859019454,0.20395110793091706,0.8582334386866706,-0.8324367654595946,1.158984973658587,-1.0629481949557322,1.0743681720476905,-1.02083359596973,-0.38858553060836587,0.2957369630575588,1.0263761697321294,-0.5002589457449246,1.1092357884457624,-0.5271867853294873,0.5299807739344545
ENUPEJ,10.69877,10.930112,15.32999,80.20270000000001,74.10249999999999,85.5327,1698.0360484782204,1.2688703738972744,10.641897760592869,10.825846770132259,15.1564483219036,80.79438179728558,74.00650372067808,85.20192140908287,1655.4898586913012,1.3014804194734577,10.585989694068232,10.710536107616539,15.088736177267808,80.41419674867281,74.03808773509971,85.50860745939593,1620.9052148811882,1.3292496167837553,10.592694143938566,10.773411401885362,15.149309087154663,80.38205743150735,74.02192283909827,85.45907921288867,1637.6747516801447,1.3156383057827248,10.562020143619867,10.752561011934919,15.149675586976313,80.53510613530467,74.04337642309746,85.55096401993944,1630.7677453477863,1.3212106027177468,10.575830421063632,10.795162996974511,15.186085361329415,80.45886669837078,74.10508289529022,85.46597718875586,1643.3708728168735,1.3110781451483733,-0.5315773626980561,-0.9539264544383504,-1.1320403868260875,0.7377330155787447,-0.129545264089483,-0.38672763857230547,-2.5056116932882064,2.5700060657908743,-0.5253580496860768,-1.0651422005514946,-0.4467546960717453,-0.4705587692553473,0.04267734973784531,0.35995203540136045,-2.0890882314104218,2.133662319832074,-0.46235753961577136,-0.4843535047213345,-0.04710361291319021,-0.5103379178180496,0.020834815381063958,0.3018216016175222,-1.0761229926977416,1.0878293747204393,-0.750595605877651,-0.6769517410825547,-0.04468550140140069,-0.32090803371877374,0.0498235973402302,0.409665187221191,-1.4933412738063017,1.5159800292862937,-0.6208229116228268,-0.28343069885675587,0.1955407942306924,-0.4152703337177702,0.13320339383171917,0.30991763484436763,-0.7320483306377917,0.7374467976090289
EPETOK,8.50325,12.94837,18.857511,90.0,98.7973,90.0,2051.8466926488545,1.4872096267122368,8.470117542837414,12.946788377182328,18.20880482039395,90.0,97.78612947839375,90.0,1978.3833601654276,1.542434199198824,8.381112428896396,12.715921865436178,18.588355385632216,90.00000048837768,98.53381871167117,90.00000051842646,1959.0943584264126,1.5576208163327534,8.373460509117225,12.747175051082072,18.626314676811887,89.99999926289846,98.56745176136728,89.99999914952855,1965.9496965667913,1.552189335858405,8.40748687078857,12.76262986013332,18.599074452211536,89.99999697231206,98.48091996543381,89.99999476250389,1973.888205022653,1.5459467998644938,8.407414065043818,12.79549215924184,18.597071345397882,89.99999977805203,98.43193528075328,90.00000045474921,1978.9919993474373,1.5419598234107394,-0.3896446319064509,-0.012214841077856309,-3.4400413692244327,0.0,-1.023479914538414,0.0,-3.5803519213508403,3.7133011711786548,-1.0508132087999655,-1.7831952220137757,2.084434255746246,5.426418662561142e-07,0.7646168605565189,5.760294009683598e-07,-0.9749880699260493,0.9845876823671128,-1.1411533928702775,-1.5417980141859577,2.292900937409815,-8.190017158287649e-07,0.7990113599354296,-9.449682794284954e-07,-0.6284759490494596,0.6324507499021992,-0.7394309669504648,-1.4224262549434474,2.143301746968483,-3.3640977095375192e-06,0.7105204907344075,-5.819440123862781e-06,-0.22721355391903006,0.2277309895938741,-0.7402905269788103,-1.168600378199853,2.1323009875369263,-2.466088567921866e-07,0.6604267965245789,5.052769027871465e-07,0.030764471348910742,-0.030755009732727347
