Name,Exp_a,Exp_b,Exp_c,Exp_alpha,Exp_beta,Exp_gamma,Exp_Vol,DFT_a,DFT_b,DFT_c,DFT_alpha,DFT_beta,DFT_gamma,DFT_Vol,128_2_6_a,128_2_6_b,128_2_6_c,128_2_6_alpha,128_2_6_beta,128_2_6_gamma,128_2_6_Vol,64_3_6_a,64_3_6_b,64_3_6_c,64_3_6_alpha,64_3_6_beta,64_3_6_gamma,64_3_6_Vol,Error_DFT_vs_Exp(%),Error_128_2_6_vs_DFT(%),Error_64_3_6_vs_DFT(%),Error_128_2_6_vs_Exp(%),Error_64_3_6_vs_Exp(%)
CIYDAR,6.9493,7.3653,14.0546,94.6556,97.9805,112.0848,653.1207380170537,6.96034196190391,7.310276114265165,13.923600941039497,94.39677542427432,97.72129289093878,112.41109145398829,642.65917986119,6.851173000307148,7.305194527053689,13.79601004203339,94.84032846765395,97.94084282347487,112.21876523784007,626.0115194731046,6.90832740786787,7.3055466060578285,13.946272968437494,94.60273464504296,97.82954374967018,112.0157134761048,639.8071799891183,-1.601780122252151,-2.5904337648582447,-0.4437810835733668,-4.1507208339847885,-2.0384528086425244
CIZLUV,4.36994,29.6473,13.374811999999999,90.0,97.63000999999998,90.0,1717.4574992407986,4.307560434883502,29.38532278840764,13.223102345160477,90.0,96.60096798644157,90.0,1662.6720814691523,4.3413205217045565,29.30655490149664,13.187944797267706,90.00000038524212,97.26254083088384,90.00000013282124,1664.4297733698602,4.33149235086725,29.136986775980134,13.192437743486616,90.000001217483,97.03735779573613,90.00000086893797,1652.4300706241174,-3.1899140325664046,0.10571488631448939,-0.6159970423022288,-3.0875713602449726,-3.7862612987760405
CIZSEK,11.098512,20.3232,12.410815,90.0,91.49200000000002,90.0,2798.4005996524834,11.090102523304408,20.195129566622725,12.279015473827432,90.0,91.60351805995842,90.0,2749.0057480985256,11.078424468903796,20.14168812774651,12.287964397004155,89.99999995515317,91.50407041276522,89.99999993696214,2740.969204567947,11.02380878795261,20.004544604587856,12.301447294659434,90.00000014138664,91.73357075160001,89.9999982642333,2711.550716777939,-1.7651100975354217,-0.29234364228366183,-1.3624937432922377,-2.0522935526696315,-3.10355432618652
COCPEQ,9.18715,10.57416,12.59607,81.28101,88.91801,86.25601000000002,1206.890301326273,9.115734211569906,10.561471520593438,12.611913972431225,81.16827125386361,88.92081863986826,85.81129160419964,1196.5821693411053,9.061060163183312,10.424518404220617,12.651355703095016,80.86259492883511,88.4293280364672,84.187892824529,1173.703931462685,9.140875745254373,10.538076550476257,12.52017052099623,81.26777932246652,88.8605865142052,85.97883602763946,1189.0672521855968,-0.8541067878198898,-1.9119654683654688,-0.6280318517236994,-2.7497420293392767,-1.476774576868346
COCVEY,9.52395,10.52866,11.731469999999998,67.4406,88.1484,66.2725,984.1034419249116,9.31757350540285,10.326795743156461,11.716317696293501,66.36923016876906,88.0385857041367,69.35671550866452,958.9372479093299,9.489741295869228,10.472023001120233,11.54003338854425,67.85220151522442,88.41871250530164,68.03100480932353,976.435143776644,9.452804311617296,10.427798310978218,11.581055304129686,67.44088439102264,88.19056150124561,67.93744975115604,968.5420048609848,-2.5572712118917598,1.8247175094577825,1.001604325266861,-0.7792166780016895,-1.5812806256920113
COFPAO10,7.2566,13.663600000000002,16.3416,75.224,80.187,82.575,1537.519362756515,7.154562788193287,13.577807759510963,16.133153196076975,75.76210135817753,81.32768547870693,82.93470127371232,1495.6700107303736,7.351508803676586,13.485838638953396,16.094103126530065,75.04693399018304,80.30088709740093,82.81870578273521,1513.9442257742637,7.561826087560115,13.52678396231103,16.098033984116864,74.46955355137777,79.6624907647576,83.00229687294255,1556.0133873250343,-2.721874796497681,1.2218079464578098,4.034538110795806,-1.5333229325961122,1.2028482383052799
COKNUM,5.24827,8.692514,13.2892,84.31669999999998,86.24569999999999,88.2418,601.8085765574579,5.215070859188553,8.670096999918945,13.2663652902153,83.62076536213335,86.59086309517002,87.94339027610533,594.8127295347742,5.233910716873109,8.555137278259165,13.045429452397496,83.40208191344483,86.15356751567246,87.91390407083945,578.7144154172656,5.225611204002804,8.615601823406346,13.233017000046917,84.25192070712176,86.21058685110773,87.49837753636238,591.0708904399804,-1.1624704756954705,-2.7064508404350582,-0.6290785164803808,-3.837459624171259,-1.784236140152824
COLLUM,8.6083,10.2214,13.2975,97.853,96.793,113.64399999999999,1042.2712180880728,8.435948957234372,10.129381635145664,13.182075950484286,99.25635784855784,97.12877786453315,113.78581040502789,994.8011805079959,8.436870549260146,10.129214747945301,13.214780774877172,99.00919638131934,96.63782146011559,113.50317064715391,1002.896341182586,8.434307401466365,10.141109660595651,13.212200731519076,99.04364085851076,96.78413077658251,113.60614955513486,1001.962162082841,-4.554480326834243,0.8137465890879054,0.7198404781936764,-3.777795666056631,-3.867424841604487
CONWOT,6.7046,7.7336,9.0277,77.263,72.404,87.994,434.9594069359566,6.607377302525351,7.570371613771417,8.904877990312002,78.62664714063031,70.98660912557322,86.64977752299428,412.8457024151783,8.767644685052248,6.990034806670057,9.634600010872301,74.37250369846299,69.41830855178002,109.30415665506746,469.3953652738066,7.058673976658837,8.009562078168996,9.00664031161269,74.59382412319647,73.58901219811793,88.65160978299366,470.1787410746151,-5.08408466816636,13.697529737577138,13.887279999291312,7.9170510601050905,8.09715425785565
CORPIJ,7.57143,7.57143,26.889818,90.0,90.0,90.0,1541.5005564328521,7.456841601532646,7.456841601532646,26.735490229914536,90.0,90.0,90.0,1486.6132101145,7.500772825829739,7.500772711056016,26.55894941121203,90.00000125891376,90.00000085800492,89.99999995831017,1494.2487790106265,7.529699734544441,7.529699605314487,26.53033596166531,90.00000064047782,89.99999854036619,90.00000012041403,1504.1739327852542,-3.560643951071005,0.5136217574400906,1.1812570042615047,-3.0653104356685894,-2.42144730287834
CORPOS,12.963111,11.38025,13.167511,90.0,117.6246,90.0,1721.078580522848,12.926197353372025,11.353233475402904,13.165607607111205,90.0,117.22831018701939,90.0,1718.0113495753446,12.65586695252037,11.565281829098598,13.081671237236133,90.00000052738606,114.90084262489584,90.00000071923861,1736.747763433861,12.45203766351515,11.446466770227902,12.96397783642582,90.00001747758212,109.18481382549876,89.99999523941884,1745.1603501720047,-0.1782156249118782,1.0905873155696968,1.5802573483213986,0.9104280936581663,1.3992254579009937
CORSEL,6.58694,7.522450000000001,34.7102,89.5922,87.5262,73.4402,1646.9912241301986,6.5721985645658165,7.45600499382289,34.78648776062375,89.57454766286888,87.58695806542956,72.78460730827506,1626.7841709572615,6.599357188694298,7.533942571850342,34.660599521655186,89.67103433479677,87.67195358421017,73.10288319426365,1647.504622087547,6.634599002685678,7.486453095420433,34.668111938293606,89.7088473378144,87.9033831670578,72.86593802674727,1644.3973076187037,-1.2269071551130304,1.273706217469081,1.0826965848258778,0.031171869638802828,-0.15749425215454568
COSDEW,11.70724,7.13722,27.788211,90.0,96.09329999999999,90.0,2308.785733052084,11.682316730512522,6.940189505504079,27.7034939954107,90.0,96.0672230300561,90.0,2233.548276480753,11.503964465258962,7.032970563685259,27.30225589732107,90.0000121239712,96.12132793501861,90.00000054957378,2196.3501060303984,11.487114141657226,7.0092447962208295,27.379209204976437,90.00000799804423,95.93373801397271,89.99999164980406,2192.653009001129,-3.2587457334930585,-1.6654294353988706,-1.8309551627001326,-4.869903058221531,-5.03003472294653
COTNAE,9.62784,10.85494,14.36095,83.56820000000002,83.6462,65.8342,1357.229594494532,9.582690729159498,10.710775565017276,14.40815144746377,83.69038809239986,83.73047629072566,66.12028365501764,1340.6304937211253,9.575112462856938,10.732604455375766,14.300027058632567,84.05454494646091,83.88968843795209,66.20186099942374,1333.9916943273342,9.56513897507632,10.762990956396823,14.30396690157293,83.78381527516571,83.59938467380022,65.88161130757769,1332.458405739135,-1.2230134710250429,-0.4951997903138864,-0.6095704983785155,-1.712156901194903,-1.8251288400929946
COWMIO,6.27344,7.63424,19.424811,91.11701000000001,96.86101,96.4442,917.30284302943,6.27227902079867,7.477130177019857,19.31769330045786,90.09639511275797,94.13669577733867,96.95192171361211,896.9204960940203,6.233572324588411,7.444695647890987,19.444657891916414,89.5347930866847,94.07290019389215,95.38047340672472,896.123459039305,6.279866570311939,7.444839202780932,19.495772889918392,89.55548998312322,94.07735647419034,95.57378071033287,904.8720851285577,-2.2219866743349646,-0.08886373521246979,0.8865433524114561,-2.308875869192697,-1.3551421970762934
COWQOX,4.80023,8.51295,11.24077,102.13048999999998,101.72571000000002,104.52261100000001,418.54318225216485,4.725676871477534,8.499424666389713,10.92615742350303,100.17724314030723,103.95612886304787,104.53325809197446,398.91227309886216,4.857058207620226,9.53670060929382,11.583752230293618,110.25718682196045,91.44672696660457,110.52129405121242,464.82156353234984,5.030355685568135,9.434700816970249,10.318253160422515,101.48793381553091,106.8495732951924,99.8479283025789,445.4190119009677,-4.690294809646528,16.52225185289133,11.658387554944893,11.057014722151914,6.421279998920308
COWQOX01,8.53592,9.66562,11.25857,102.84367,100.66677,107.82507,829.4874491201971,8.412185339645585,9.562477182751556,11.035736128780638,102.26414315367171,101.34481390297569,107.65805862960958,793.4232144767354,8.435261840009879,9.494946385111474,11.067246753045872,102.68466097907732,100.23419000961555,107.56898587218565,795.5654231373048,8.448220650557356,9.521667956926375,11.105704332500055,102.38784965756346,100.38409743204664,107.75420216372336,801.4957790044729,-4.347773396898709,0.2699957124373008,1.0174348797017874,-4.089516486219525,-3.3745742802273644
COWSIT,8.493615,9.687817,11.232019,102.8552,100.713118,107.84629999999999,824.9286305127864,8.391940132722214,9.567149236502456,11.048236748989819,102.09939984129221,101.42986075743278,107.57715836681909,793.6348134263253,8.404383262039012,9.507490990424042,11.06368356455949,102.61140949416513,100.0720322187809,107.57032775582131,794.4362386221595,8.420728157480236,9.547399032975676,11.10433453875759,102.35842797496483,100.33462533169015,107.76396988560441,801.2336015810272,-3.7935181213202,0.10098160794815118,0.9574665861614562,-3.6963672689687614,-2.8723732036103637
COYXAQ,11.80934,14.64756,16.00277,102.7732,94.2423,94.9683,2677.099412173778,11.63691761447346,14.355496019270886,15.84753655238039,103.26499236515727,95.25017971748204,94.33120152316404,2553.1909708331514,11.640354440818452,14.420440631184999,15.788015564035152,103.10130851600584,94.45600388684853,94.91405558077768,2558.7820716444726,11.68763238515652,14.482163061086649,15.90708805095777,103.55868810176919,95.20197257298562,95.17723499914153,2589.306651267459,-4.628458725782406,0.2189848262504523,1.4145311042880009,-4.419609521830682,-3.279398609819729
CSATBR,18.4482,9.0572,7.2582,108.12299999999999,86.123,105.722,1109.2958304722445,18.210183358416607,9.02264227446888,7.07665878303942,108.49314645397907,85.43883362293357,106.10122680166901,1059.3818030635593,18.259137528915243,9.020237802962706,7.068297320940685,108.0033475793212,85.31784411113752,106.4569474065977,1061.7822249683695,18.26244569513815,9.003584742163696,7.185541678414314,108.18540546952117,85.88682374491792,105.96577501189131,1079.0588867375,-4.4996137222868615,0.2265870432990773,1.857411899754904,-4.283222220680994,-2.7257781832527184
CUCGAM,9.0442,11.3402,11.8123,95.47016999999998,105.46200000000002,90.08418,1161.8839751424368,9.00276587297403,11.31328319613532,11.581489400222607,95.52741985570978,104.43585067513665,89.71720541143695,1136.8074888869203,8.949619044074964,11.255026235274173,11.66553965440201,95.48109348869788,105.22634902599063,89.62784544281318,1128.4042293997572,9.020437922797852,11.406828474274379,11.658506362294673,95.44529509351453,104.6386828583064,89.55298571036674,1155.256013138128,-2.1582607895459094,-0.7391981113170626,1.6228362701297177,-2.881505077869352,-0.570449558312931
CUHCAN,9.54229,16.471411,11.986810999999998,90.0,111.46811,90.0,1753.3156688676365,10.176175356346594,16.301646569717885,11.923280517494831,90.0,115.50539581300606,90.0,1785.1740084853493,10.177742466958074,16.057820104840534,11.887824916093109,90.00000694057707,112.28086576705994,89.99999637435874,1797.794662503723,9.97290459058838,16.644157749009207,11.939024677717022,89.99999334101565,112.65674075578589,90.00000425282883,1828.831365256991,1.8170338737854435,0.7069705226708854,2.4455518937721474,2.5368502903309365,4.307022273868432
CUJNAX,5.15064,5.24814,24.520616,89.64739999999999,87.2524,88.5055,661.8284542670953,5.087995193302634,5.20420717645501,24.308303491131703,89.1600005939189,87.3310119496972,89.42742860112821,642.8638552788093,5.077020634401085,5.194948735868619,24.35188524156907,89.18787577714183,87.45956968816566,88.43337466008077,641.3525040042707,5.090341663135141,5.210126698953291,24.388455998332685,89.40167666110729,87.48253420408635,88.52549154003901,645.9478600329271,-2.8654855901122045,-0.2350966323784236,0.4797290637502531,-3.0938455623669854,-2.3995030935552952
CUKNUT,6.58853,9.57054,15.41246,90.0,96.8683,90.0,964.8705487712507,6.574380170957238,9.532340792877138,15.275637495147302,90.0,96.64762073009823,90.0,950.8763611606777,6.557772019592805,9.52652196989689,15.321325753844041,90.00000020714627,96.47140836684761,90.00000007290016,951.0666490860912,6.548180470305719,9.5043934738114,15.297783711021514,89.99999996429305,96.42291578186935,90.0000007968127,946.1043038693609,-1.4503694436931902,0.020011847300653567,-0.5018588626487441,-1.430647842110904,-1.9449494987476108
CUKTUX,10.9274,11.3023,15.4644,95.272,95.993,112.66300000000001,1734.566706337487,10.709439674214735,10.920407474668808,14.985918094035235,95.55151459803236,95.54983445152547,111.33525189588535,1608.3253310882176,10.667198639721994,11.000156359359279,15.04730180078231,94.85925687012053,95.68316385190032,112.2904847419546,1611.291445345608,10.673776750880679,10.996957197790234,15.084266324722789,94.962103863771,95.85011208338936,112.06007265151474,1617.3886512887796,-7.277977536870071,0.1844225294507769,0.5635253033308624,-7.10697723768565,-6.755465478530209
CUKVEK,13.86503,6.70702,10.56603,90.0,110.6122,90.0,919.6677475634331,13.74582606466918,6.7009036679403025,10.415110296443896,90.0,110.37897937092858,90.0,899.2854907415987,13.827013337826164,6.694848387612522,10.525632898547297,90.00000014746524,110.60203038894436,90.00000067717045,912.0424110816352,13.684850055775371,6.682679752174449,10.414361722051304,89.99999963189887,110.05984294714189,90.00000020996637,894.630707922891,-2.2162630880375156,1.418561788372293,-0.5176090203422568,-0.8291403609619225,-2.722400530721574
CUMPAC,5.49196,12.595813,17.207918,71.11101,86.29701,85.83001,1122.220921302427,5.432444024125272,12.462369914313722,17.152722538995572,70.23927035625216,85.2372360460143,86.03196801730704,1088.05390242483,5.3857718095048615,12.435484623614434,17.1617865923446,70.5509835893321,84.86588262910472,86.30781818633062,1078.7368732975146,5.416412907062417,12.424661979932873,17.112561437486956,70.58883024667381,85.42979548783427,86.00668277181107,1081.5699712525027,-3.0445893699739126,-0.8563021654121696,-0.5959200328106313,-3.874820650683087,-3.6223660848120462
CUPKAA,6.36184,28.139616,7.45814,90.0,91.76401,90.0,1334.5215057460243,6.380210268831584,28.02908815653281,7.3744844883582,90.0,92.38923452277668,90.0,1317.6434967215168,6.323148446250576,27.957887903015287,7.433045265158354,90.00000031462261,91.68112203401472,90.00000045475305,1313.4620990122032,6.3305212821399905,27.894330304446953,7.455042935353497,90.0000000611165,91.44485929461646,89.99999917229616,1316.0350541173239,-1.2647236445299805,-0.3173390768988366,-0.12206963478323384,-1.5780492590899444,-1.3852494357793195
CUPKEE,12.28118,9.73817,11.49598,90.0,93.78000999999999,90.0,1371.8847365801175,12.27099053695126,9.731137808475319,11.495561172312724,90.0,94.09478916510109,90.0,1369.1889068330547,12.313897633806173,9.721700356702186,11.12575250072252,90.00000251324691,90.52355777871132,90.00000245968229,1331.8307339231144,12.277570325279333,9.725758057890468,11.467213668179268,90.00000053157943,93.41604512635364,89.99999992996247,1366.8518586114471,-0.1965055572950739,-2.7284893065888247,-0.17068851565655657,-2.9196332307662494,-0.3668586605327009
CUVSIY,19.58346,5.98182,20.02296,90.0,114.30601,90.0,2137.671953823745,19.715537924967048,5.987500274260908,20.022599122642497,90.0,114.29993082564941,90.0,2154.1971748622304,19.466697643612523,5.9392300209290685,19.901475205281283,90.00000089740632,114.27272861691856,89.99999963005861,2097.546318925321,19.57470298828283,5.970706527057697,19.97510313242421,90.00000053429791,114.41322055404731,90.00000023966223,2125.8470267808407,0.773047567421476,-2.629789723892499,-1.316042394457363,-1.8770716819598738,-0.5531684607524748
CUWPAO,4.79215,11.124512,11.298813,65.88379999999998,86.4459,78.3518,538.3063613409397,4.711320454730947,10.984541256529132,11.252494009389995,65.85767726654711,86.02383689951752,78.43088522370367,520.5514764388278,4.679005469556336,11.015464096093476,11.209894708269038,65.127187113128,86.62802150552119,78.95632233512305,514.3210728642413,4.747304929300803,11.002769739504744,11.147875086291442,65.35528748414261,86.9172418586604,79.09935692587105,519.4974086988116,-3.2982862877347223,-1.196885198983515,-0.20249058694967742,-4.455694786320238,-3.4940981554210846
CUWPOC,8.45215,5.13032,23.148214000000003,90.0,99.3165,90.0,990.517838518085,8.356700336860019,5.106814607911976,22.958142007248348,90.0,99.24625204515256,90.0,967.0342112233355,8.410051302909121,5.115750803742515,22.898337049757814,90.00000040612666,99.05329971357708,90.00000031757298,972.8989086332084,8.380834365072577,5.101338853061008,22.808712877246208,89.99999885269332,99.11334896547669,89.99999914848638,962.8423506542238,-2.3708434499153834,0.6064622473339172,-0.4334759329567996,-1.7787594730485923,-2.794042347108717
CUWPUI,5.29476,8.12407,20.8803,90.0,90.1099,90.0,898.1644704792508,5.259978892017777,7.965474079521101,20.77809105662846,90.0,90.43519308981958,90.0,870.5400326501492,5.389287244151488,7.985122559651153,20.182049904832922,90.00000352833095,91.82524083801992,90.00000133387826,868.0760773988146,5.442886492697956,7.887894535008513,20.226985119602706,89.99999890711776,92.98706511670872,90.00000008621171,867.2235466918155,-3.07565470880422,-0.2830375581733649,-0.3809688048736223,-3.3499870089919415,-3.4449062286916714
DADYIU,10.317219,12.7422,13.0822,67.7959,71.4248,72.8779,1479.3808446587384,10.112387526958216,12.516582907368818,12.809105297097425,67.76757925782604,71.85302073198795,73.22338316874442,1398.9606920094313,10.096339716451379,12.44212903168141,12.761431165281275,67.73659514273035,71.31346627531904,72.87527655534006,1377.718899680971,10.109393478456871,12.466476325741588,12.783921075132145,67.68869130840679,71.22681333917673,72.9778165742804,1384.2100053311813,-5.436068267320189,-1.5183980829332124,-1.0544032268027894,-6.87192519389547,-6.4331534149011524
DAGHAX,10.08573,10.085729999999998,7.21344,90.0,90.0,119.99999999999999,635.4592866041841,10.01343494276988,10.013434942770028,7.173786776127789,90.0,90.0,119.9999999999995,622.9386207526617,9.922609370259782,9.922608799989666,7.147990454161592,90.00000664145858,90.00000341211694,120.00003132464553,609.4894921289009,10.020450637824009,10.0204362349649,7.1476647623543625,89.99987099829683,90.00008779329436,119.99987171776426,621.5402383198548,-1.97033328735052,-2.158981346751458,-0.22448157590828302,-4.0867755059592445,-2.1903918280447128
DAKWER,9.1273,15.0775,19.5778,90.0,90.0,90.0,2694.235474280352,9.088682570280218,14.942210371531464,19.57065086482305,90.0,90.0,90.0,2657.792377010758,9.095688700885052,15.059814083904786,19.54669297335037,90.00000016934173,89.99999972292603,90.00000010672198,2677.493900185108,9.10954800043062,15.06045877780012,19.54696695455017,90.00000012636126,89.9999999748003,90.00000027317614,2681.7260398793846,-1.352632226005703,0.7412739740230698,0.9005091246271413,-0.6213849626382624,-0.4643036779963904
DAQXOJ,6.479401,18.65782,11.016639999999999,90.0,91.22901,90.0,1331.5117253279175,6.481366119960401,18.718966965592646,10.954440662287386,90.0,93.05809628413364,90.0,1327.1491819811856,6.471492432168938,18.605562825614797,10.924967110729462,90.00000000830241,92.47240057158936,89.99999955153842,1314.2044470318097,6.510302024591554,18.68114884532003,10.918633357160363,90.00000094991654,92.3382893689438,90.00000194878345,1326.8176364544488,-0.3276383725165823,-0.9753790399095827,-0.024981782849904065,-1.2998216964139375,-0.3525383054597313
DAQZUT,20.69186,4.6142112,20.10995,90.0,90.6732,90.0,1919.8973661893788,20.700891831328356,4.580395594118501,20.09634774065113,90.0,90.60223704983791,90.0,1905.3957408552244,21.004525844913818,4.500769612805074,19.88695975789146,89.99999894624501,92.51619809496304,89.99999788791837,1878.2315560722845,20.821505598206798,4.547900684998393,19.987108454306288,90.00000090141042,91.88129058417013,89.99999909546332,1891.6418723085624,-0.7553333625816292,-1.4256452977452017,-0.7218378970705949,-2.170210285760885,-1.4717189771918922
DARBAC,10.37877,11.87199,14.04098,105.1396,91.6515,91.9066,1667.848916135595,10.468918635155312,11.54494821048302,13.970493432245176,108.10966532419052,90.17460944225036,91.7926666547272,1603.9434762339722,10.499888923056375,11.628024662504039,13.384811441697025,104.69415908490109,83.66376290986435,93.13663880195307,1570.4796136666807,10.341468840323527,11.891597600088861,13.43715732539624,101.00875400004871,85.59550322338714,91.5148025086841,1617.139971420012,-3.8316084438686184,-2.086349242547123,0.8227531319884722,-5.838016952669717,-3.04037999035761
DARGAH01,6.2862514,13.47593,19.87765,90.0,94.8512,90.0,1677.8647831195387,6.178520792896652,13.498606614726263,19.48360085568478,90.0,94.95091379022894,90.0,1618.8972846648228,6.252567858779351,13.425791124611296,19.718096238470736,89.99999941423413,94.34658923195667,90.00000044664802,1650.4880341266266,6.242984719344739,13.377804043826968,19.677425140122438,90.00000040495382,93.73166440023495,90.00000074017774,1639.9235526464438,-3.514436863325883,1.951374541241782,1.2988018561025811,-1.6316421483030585,-2.2612805784357324
DATCIM,15.79385,9.68192,18.29025,90.0,107.5773,90.0,2666.2659492559774,15.633802408481259,9.660479417361845,18.112041305017243,90.0,107.90533255447107,90.0,2602.9721421124004,15.730493759875419,9.775345842845141,17.920585081659986,90.00000061237084,106.62715736002352,89.99999957601386,2640.4440530179527,15.827234298175576,9.826295521359265,18.248890763737545,90.00000003485049,107.34802335521233,89.99999991973596,2709.020924870757,-2.37387448769839,1.4395817112027376,4.074142056406886,-0.9684666394674659,1.603552549838863
DATQEV,14.9233,14.3693,9.610519,90.0,93.77299999999998,90.0,2056.3877437776373,14.741204554825616,13.979165934378463,9.509454572710155,90.0,93.31296077334918,90.0,1956.3359133264216,14.676438397093289,14.075135628032495,9.44840842062428,89.99999989436151,93.69159103889284,89.99999998492308,1947.7349590478307,14.682018016137903,14.084088070619433,9.440982510202339,90.0000003530138,93.74250357191426,90.00000031946728,1948.069934638365,-4.8654165905218765,-0.4396460863393587,-0.4225234854479366,-5.2836720632369,-5.267382548209977
DAVQID,7.0892,10.6382,11.9033,90.0,93.0288,90.0,896.4491703632241,7.005249068880851,10.518402914087483,11.854289700009584,90.0,92.94916840152801,90.0,872.3150145619092,6.900713296831609,10.300379642090697,12.05869361949701,90.00000219391916,93.25147998879093,90.00000096352547,855.7517362510845,6.956566806422375,10.41806584176445,11.459254433697328,90.00000006459338,92.72754441620268,90.00000542526955,829.556814195061,-2.692194560405052,-1.8987725803553914,-4.901692582733093,-4.539848488637652,-7.461924042058027
DAVTAZ,9.51596,10.378949999999998,22.013617,100.3245,92.73849999999999,98.5754,2108.861779165799,9.457371219605662,10.31887748744125,22.05180231570982,100.77469234694493,92.63056006729578,97.7910020716185,2088.9502426711256,9.52578983162348,10.377841656717415,22.03091772974697,100.33546494837576,92.79602380023755,98.48334845455459,2112.7862366967092,9.485659108402329,10.352807839056851,22.06254233218355,100.36027744590548,92.54062659608798,98.29428176127588,2103.4932625515103,-0.9441840471189971,1.141051305994955,0.6961879504505879,0.1860936344753105,-0.2545693922345284
DAWPUQ,5.36924,14.821912,13.899411999999998,90.0,95.7894,90.0,1100.506569122652,5.385375816209644,14.590898131539948,13.792633062402615,90.0,96.33309016292051,90.0,1077.1762874505234,5.385638327970411,14.639484530971226,13.781637559964985,90.00000188943454,96.26803541136148,89.99999951558924,1080.0896382315693,5.398785854967963,14.79019551836798,13.862018347735944,90.0000003809284,95.99833980053617,89.99999858242752,1100.8094706622987,-2.1199584197600982,0.27046183758289494,2.193994008883232,-1.8552302606752797,0.027523828402781322
DAWRAX,9.2756,9.837599999999998,15.7181,108.1781,90.94110000000002,106.85590000000002,1295.1015986973825,9.155206661952025,9.70713363044495,15.667602721111168,107.60053589365205,91.00884142012856,107.20970953984379,1258.9937392448346,9.095062594355884,9.296152651131393,16.05481590129226,105.58115349820693,90.76369408543884,104.4744252481266,1261.3136768846105,9.210631573170911,9.521193608886879,15.962305528622817,107.38366030167353,91.2142603168335,107.48492905795429,1264.6708952431704,-2.788032961187395,0.18426919590302182,0.4509280563810486,-2.608901251203464,-2.349676927649492
DAXMEY,7.43602,9.91655,15.847869999999999,104.6874,92.5323,97.6173,1116.7609109010248,7.36309734967826,9.879950031987848,15.634491691832643,104.9955686916771,92.33792662682924,97.95467111724885,1084.5661370661787,7.339224493402525,9.791082851665353,15.580936852372306,104.46919632709164,92.37801614939644,97.80140101061318,1070.7600626566173,7.3584355306732965,9.801840931245229,15.598110983778444,104.32962286723964,92.32167306787485,97.82493201907529,1076.6490907041532,-2.88287076674905,-1.2729582768375733,-0.7299735895721077,-4.119131301550761,-3.5918001611023946
DAYHUH,8.35895,11.99037,24.143813999999995,75.50749999999998,86.06350000000002,77.4185,2286.3460109524162,8.187346772208388,11.680445887721712,24.112658674546715,75.22350471740084,85.56891643041963,77.97266238443194,2180.0224406998746,8.183181986324046,11.752620450511827,23.76607497434966,75.82748573361222,85.66285469183175,77.43587595078544,2162.432434394714,8.147489474347022,11.802694788631253,23.70449907243937,75.80056496824427,85.37595036300345,77.23970448012106,2154.416882531243,-4.650370929999821,-0.8068727173062168,-1.1745547977208446,-5.41972107301833,-5.770304572850537
DBTTNB,6.9261,9.4671,14.2761,101.341,99.041,102.56100000000002,876.0767668974567,6.667019912543682,9.374499423472423,14.099034492426384,101.93675840677882,99.1341363700479,101.36435422809059,826.7475715030574,6.871498081694487,9.307914979811773,14.004649631507593,101.45027768344275,98.99950954914388,102.75449026447079,837.2392397504718,6.845042471011086,9.31857839958012,13.99847937372411,101.28591583353233,99.26794255159845,102.76569279900558,834.2873755607395,-5.630693251813299,1.269029218717892,0.9119838167742602,-4.4331191756772945,-4.7700604462677765
DEBHUO,8.262713,10.041516,10.372617,90.4013,102.3383,96.7604,834.435595212379,8.190686994704633,9.94430467891698,10.133717938322878,89.63384827597677,103.1262965373047,96.60494623020998,798.3308879838943,8.178628199921226,9.902190939782944,10.096654902748403,89.25088332608921,102.91223094159336,97.05170004346455,790.898637298678,8.23856367165453,9.932093375382621,10.128462260857516,89.53766249621697,102.77600490301161,96.75705312077525,802.502655257952,-4.326841692233347,-0.9309737099094018,0.5225611756790631,-5.217533643518657,-3.82689091137099
DEFCUM,3.9992,8.4394,11.3193,77.963,88.642,82.693,370.6003014807788,3.8098842531953503,8.468183145509741,11.324986609331487,77.76015053693104,88.32567569894852,80.23008081081606,351.8830710322949,3.668306918271576,8.675445453742919,11.351995380205963,79.1077368098123,84.75843523147378,81.34659028035779,349.9837298305728,3.8362792980684124,8.492305343177646,11.309890638090517,78.08217843475805,88.88795471802041,81.09798751790426,356.14829642208525,-5.05051678957004,-0.5397648702309227,1.2121144041620924,-5.5630207444057485,-3.8996204268989505
DEGLOQ,10.2242,12.1583,7.188200000000001,95.742,106.642,93.972,847.3272199786503,10.244921478061288,12.236107417296479,7.185424283030796,95.55585398652762,106.59092095750582,94.01258027093888,854.6833001060058,10.13659499590389,12.04428228320481,7.258835259515006,95.88446702070077,105.44816532236311,93.01845546967395,846.7378524447167,10.234810765284564,12.120139187658934,7.212684755461415,95.99342402450283,105.88289704576736,93.49877285820135,852.089915263441,0.8681510464801175,-0.9296364700589844,-0.3034322587376203,-0.06955607232214475,0.5620845374129083
