Name,Exp_a,Exp_b,Exp_c,Exp_alpha,Exp_beta,Exp_gamma,Exp_Vol,DFT_a,DFT_b,DFT_c,DFT_alpha,DFT_beta,DFT_gamma,DFT_Vol,128_2_6_a,128_2_6_b,128_2_6_c,128_2_6_alpha,128_2_6_beta,128_2_6_gamma,128_2_6_Vol,64_3_6_a,64_3_6_b,64_3_6_c,64_3_6_alpha,64_3_6_beta,64_3_6_gamma,64_3_6_Vol,Error_DFT_vs_Exp(%),Error_128_2_6_vs_DFT(%),Error_64_3_6_vs_DFT(%),Error_128_2_6_vs_Exp(%),Error_64_3_6_vs_Exp(%)
AGIJIM,9.3713,9.6845,10.5987,81.384,78.59916,83.36918,928.6129902016899,9.21934492513632,9.643717563146717,10.4788056064324,81.86400600748145,79.16309834251459,83.21085158462938,901.803176178652,9.244444817912463,9.621289032475877,10.327438769893313,81.33218536577898,80.26543531914575,82.98602051382363,890.5802824386924,9.267989589823143,9.577411838987953,10.456305483929105,81.48208752220984,78.85406937839849,83.37356012450573,896.9781090819724,-2.887081518988319,-1.2444948117743537,-0.5350465849017754,-4.095646751047168,-3.4066808728194173
AHAJID,8.05104,21.198512,13.25345,90.0,100.87219999999999,90.0,2221.365685731728,7.998860287930124,20.892752822714492,13.090244341149353,90.0,100.86001122784285,90.0,2148.4389561960443,7.824807997594257,20.758019531097727,13.341404820621431,89.99998663328131,101.08709457413157,90.00000967046137,2126.5661701971126,7.961659199475689,20.87685226930478,13.126129414221653,89.99999105349559,100.54493258353733,89.9999986419501,2144.905409913062,-3.282968221041064,-1.0180780764494675,-0.16447040642190258,-4.267623117775309,-3.4420391162871184
AHELOQ,10.1222,9.6552,12.6723,90.0,91.003,90.0,1238.2977573329188,9.999225422003917,9.543346033341408,12.674893896901109,90.0,91.36025211202966,90.0,1209.1744471779882,10.069194256760372,9.721124809469217,12.603157919669865,90.00000084579015,91.22397899018458,89.99999956711373,1233.3646956471093,11.278634928360542,10.179598508262789,12.746474209685802,89.9999083983421,78.29043229325491,89.99980496595082,1432.991971446763,-2.3518826536242114,2.0005590198814676,18.509944929048714,-0.39837443430685077,15.722730091442811
AHEVIT,5.231401,6.108501000000001,15.323930000000002,100.20901,96.18500999999999,99.37101,470.778815843869,5.179193614221076,6.099908115360761,15.169898606920006,100.00437694571549,96.53504148413015,99.19525812727865,460.9373451732785,5.195766769069085,6.081810857871406,15.202966128689667,99.86793326498312,96.67859527168883,99.74447392704519,461.21992327572127,5.220012961726702,6.056727744903872,15.269254230476417,98.82587158172936,97.8502934486611,100.17757317479885,462.8352317960581,-2.0904659129467573,0.061305100444080315,0.4117450327367441,-2.0304423747303577,-1.687328269767626
AHEVOZ,5.289201,6.063901,15.31133,99.38200999999998,95.93001,99.45401,473.64443322209877,5.213565562439594,6.026716644524453,15.12771745417515,99.27289983819871,96.0280594899973,99.37630821898023,458.6192999254471,5.2362633014921185,6.019285234570142,15.183655093218306,99.23961136393777,96.17112009777756,99.5266133890922,461.4035876287683,5.264763132711217,6.025454437304729,15.22157877661194,99.0367015881293,96.43224231496076,99.44252785678931,465.6837314309901,-3.1722389714239894,0.6071021659519895,1.540369432052125,-2.5843955369766873,-1.6807337387993238
AHEWIT,8.24772,10.70533,10.42333,103.084811,91.78711500000001,100.806311,877.9199231375728,8.14318229313506,10.554022704031649,10.45977548814627,103.10941698208025,92.13106836159689,100.8525638196739,856.8570632945097,8.128304040946476,10.536690367065738,10.511164021727758,103.47059569544788,91.87511213622815,100.70368913534797,857.5108375874363,8.051748872564062,10.643306496302595,10.645228833556452,103.64833950259808,92.10403306322947,101.70427892217297,864.6376469309031,-2.399177793777275,0.07629910762630117,0.9080375210397458,-2.324709237397994,-1.5129257073014803
AHIMEL,11.87306,5.22912,15.34599,90.0,106.6024,90.0,913.0456184098928,11.758879744865597,5.2083948420961566,15.271080163487174,90.0,106.09686928670976,90.0,898.6074740506521,11.849549989397811,5.224900460292924,15.321021545869538,89.99999957613603,106.59805376228648,90.0000010059007,909.0415162171513,11.829229679733471,5.1923494487033235,15.325095338218224,89.99999921225216,106.48741465750267,89.99999959548191,902.5863734420739,-1.5813168661151173,1.161134585211685,0.44278503198800745,-0.4385434979376805,-1.1455336685185695
AHOGAI,12.1146,9.4615,16.4268,90.0,106.1767,90.0,1808.3287493896682,11.789734932898435,9.29654405441819,16.552976319487584,90.0,107.79269366664714,90.0,1727.4894975729612,11.946855160258112,9.303964808752555,16.265699787599914,89.99999951632213,106.5940811599394,89.9999990249653,1732.684540552037,11.871907574879668,9.3501550208778,16.072574801384793,89.99999936902833,106.39658534793489,89.99999957916374,1711.5640725971493,-4.470384704329409,0.3007279052274796,-0.9218825931032484,-4.183100493378869,-5.351055598998695
AJAGIB,9.828311,6.19357,10.646512,90.0,106.6162,90.0,621.0154173219585,10.58112725673105,6.1030753971724945,10.096785466358826,90.0,107.61222737001046,90.0,621.4614182986645,10.991339124399186,6.054289914804178,9.979395267300587,89.999993429374,109.301739741905,89.99999585032127,626.749272700235,10.80527099198592,6.045556921352605,10.191305201800956,89.99999671574376,108.43093231783642,89.9999932177931,631.5870072815391,0.07181802001460157,0.8508741244221898,1.6293190027137532,0.923303225385768,1.7023071673758254
AJAHEY,11.8162,5.45521,14.3313,90.0,98.2552,90.0,914.2214670107954,11.730347186342406,5.42565660563265,14.346988345119511,90.0,98.53431826021453,90.0,903.0009697074822,11.778152503059454,5.409699885108429,14.321776702184735,90.00000007876275,98.50745887091226,89.99999878099922,902.4892717174581,11.934196987077108,5.267679780356527,14.757457233108454,89.99999502118717,102.02557978222889,90.00000189504111,907.3758950556083,-1.2273281374589198,-0.05666638322546618,0.48448733665738186,-1.2832990382185796,-0.7487870502067594
AJAHUO,6.639312,6.991313000000001,7.062714,100.37139999999998,97.4334,92.83839999999998,318.8749975373041,6.589617959500356,6.9764026591248,7.082578511193649,99.77317530900525,97.29812142848046,92.89685406537927,317.4073009084689,6.617712067778,6.985576707293066,7.075609785239229,100.0656943604324,98.3680776140472,91.61111832681057,318.1498028280782,6.625176300418664,6.985493923709168,7.092865221472238,99.87893729611994,98.07799189107526,92.15028448854586,319.5429047067528,-0.46027334854420443,0.23392717101468613,0.672827560100673,-0.22742288195270233,0.20945736561566497
AJOGUE,9.34241,9.351111,14.541914999999998,102.8559,95.63190000000002,96.2609,1221.3170198274065,9.195748856932559,9.274234935027685,14.621022109002853,104.15864740081633,94.44041271315086,95.83767367094619,1195.9996594122733,9.318977700296587,9.452773986410165,14.684247271343716,104.06207616156169,96.03506520989379,97.32798053365772,1232.0059234908758,9.380486519193147,9.425978370602135,14.674825940952113,103.4977150685032,96.08097739630145,98.1100012192993,1236.0305833260659,-2.0729556703230885,3.010558054531249,3.3470681700247438,0.8751948503083865,1.2047292602815487
AJOHOZ,9.229012,6.38268,34.67249999999999,90.0,90.61313,90.0,2042.2954598619963,8.933331150608957,6.344265942242461,34.48783594651995,90.0,89.4651113709065,90.0,1954.527708308338,9.058147297380199,6.27134457068524,34.203547338153015,89.99999727080979,90.57016069166883,89.99999948118737,1942.8966004659578,9.04354541817453,6.287860058407519,34.114900301405875,89.99999988922258,90.54278920367129,89.99999920419955,1939.8413362688482,-4.297505100441681,-0.5950853391813575,-0.7514026011020901,-4.867016616819739,-5.016616136436557
AKAVEN,15.7223,3.78901,24.4055,90.0,91.85100000000001,90.0,1453.12464382423,15.653308579109291,3.651656806349882,24.17379926790481,90.0,91.80108598035892,90.0,1381.104063251776,15.894473292195801,3.5859028542116214,24.05212236111019,90.00000086681258,93.67540186587664,90.00000055712373,1368.056085238279,15.744359475914795,3.657568359820845,23.972568402594465,90.00000122222478,93.29225674315487,90.00000051319554,1378.2076555587207,-4.956256221965597,-0.9447498100017198,-0.20971683236061578,-5.8541818107270975,-5.15557895077383
AKENEK,9.84076,17.94431,10.990260000000001,90.0,97.8395,90.0,1922.584276662601,9.766198491075686,17.731838485764577,10.787272620602625,90.0,98.83819741725175,90.0,1845.8795988554334,9.638178960380444,17.627677958777888,10.808350643672616,90.0000000406028,97.58251784395199,89.99999958233586,1820.267780426257,9.712788545903578,17.64858444447069,10.88280802489598,89.99999996395862,97.56813128637876,90.00000010248469,1849.2475176711516,-3.9896653030117712,-1.3875129474889543,0.18245603980923475,-5.3218211278599625,-3.8144886485160545
AKEZEW,7.8114,17.5031,15.8929,90.0,103.30517,90.0,2114.610618772926,7.508040122753197,17.568717429882746,15.553506060482247,90.0,103.47480573191618,90.0,1995.1348945687998,7.47320955735783,17.208421447055102,15.489761960993214,89.99999837804513,103.42426408338949,90.00000033201893,1937.5899546144574,7.468382574715983,17.264351666341074,15.489601824154091,90.00000257471604,103.2403315639716,90.00000068091542,1944.0902505562378,-5.650010604479799,-2.8842631198017012,-2.558455779181491,-8.371312552151604,-8.063913360826609
AKINEP,10.58307,10.98869,12.011515,69.1174,85.7585,82.8183,1294.2212980375325,10.568020726665646,10.884678635373879,11.972541955103393,69.52661450550454,85.22291344186631,82.21088430052703,1277.34561127516,10.265638369980707,10.997201486492912,12.211413886127366,69.13110784759571,88.61661187084233,86.91404980856844,1286.2625614178291,10.76688829411801,10.794255648323254,11.746196346267034,70.23247681871814,85.61410668510354,83.29176332487741,1274.911018080924,-1.3039259041681315,0.6980843762219822,-0.19059784389956594,-0.6149440309606584,-1.492038493408305
